,company,category,date,review,note
31,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                27 février 2021
            ","
                ParfaitProduit très bien emballé et livraison rapideJe recommande
            ",5
32,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                26 février 2021
            ","
                Service rapide et café délicieux. Meilleur de paris sans aucun doute
            ",5
33,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                25 février 2021
            ","
                Un équipement haut de gamme, de délicieux cafés, toujours une note personnelle dans les mailings. Je le recommande
            ",5
34,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                25 février 2021
            ",,5
35,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                25 février 2021
            ","
                Tres bon service. Les cafes aussi.
            ",5
36,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                24 février 2021
            ","
                Excellent café et un service client / suivi de la commande au top :)
            ",5
37,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 février 2021
            ","
                Du choix au passage en commande ce fut simple, fluide. Livraison rapide 3 paquets différents commandés pour tester les 3 n’avaient pas tous la même date de torréfaction. Un seul était du jour de la commande les autres 5 jours avant. Sinon livraison rapide et soignée avec le p’tit mot qui fait toujours plaisir :)Nous avons apprécié 2 des 3 moutures commandées je pense renouveler l’expérience mais les contacter pour affiner nos choix et éventuellement en tester d’autres.
            ",4
38,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                21 février 2021
            ","
                Équipe au top, cafés délicieux, toujours un petit mot personnalisé dans led envois. Je commande et je recommande 🤗💕🙏☀️⭐❤️
            ",5
39,"
                        Belleville Brulerie - Paris
                    ",food_beverages_tobacco,"
Date de l'expérience:
                21 février 2021
            ","
                J'adoore ce café, je vais recommandé très vite, tout l'a adopté et l'on voyage avec !Merci
            ",5
40,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ","
                Toujours au top ,tant en qualité, que présentation et efficacité.Maison à conseiller++
            ",5
41,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ","
                Spiruline toujours de très bonne qualité. Commande et livraison rapides.
            ",5
42,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                14 mars 2021
            ","
                Je suis toujours satisfaite par votre professionnalisme, merci à vous , emballage parfait et livraison rapide . 👍
            ",5
43,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                13 mars 2021
            ","
                Cela fait quelques années maintenant, que je suis une fidèle cliente Toujours satisfaite, produits de qualité, l’efficacité de l’expédition du produit, personnel à l’écoute, disponibilité et conseil adapté Merci à toutes l’équipe
            ",5
44,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                12 mars 2021
            ","
                Entreprise sérieuse,Produit de très bonne qualité Livraison expédié le jour même et reçu le lendemain.Je recommande
            ",5
45,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 mars 2021
            ",,5
46,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                10 mars 2021
            ","
                Des vitamines complémentaires qui viennent aider et protéger l'organisme avec tous ces bienfaits. À recommander.
            ",5
47,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                10 mars 2021
            ",,5
48,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                3 mars 2021
            ","
                Produits de qualité Conseils téléphoniques pertinents Livraison très rapide comme toujours
            ",5
49,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                10 mars 2021
            ",,5
50,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Je suis un client fidèle de Spiruline des îles d'or, toujours satisfait de mes achats. Je mets en avant l'amabilité des propriétaires en plus de leurs compétence. Merci à vous.
            ",5
51,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Très bon produit que nous utilisons depuis maintenant 2 ans au moins. Les comprimés sont bien plus commodes et agréables à avaler que les produits en poudre.
            ",5
52,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Bon détail de livraison
            ",4
53,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Excellent produit que nous utilisons quotidiennement depuis plusieurs années.Expédition et livraison rapides. Prix correct.
            ",5
54,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Très bon produit que je prends depuis longtemps. A recommandé.
            ",5
55,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                8 mars 2021
            ","
                livraison rapide, spiruline toujours au  top !!Excellent !
            ",5
56,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                7 mars 2021
            ","
                Produit conforme , livraison rapide ...r.a.s
            ",5
57,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                6 mars 2021
            ","
                Spiruline de haute qualité
            ",5
58,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                6 mars 2021
            ","
                produit de très bonne qualité, que j'utilise quotidiennement pour m'apporter des vitamines et renforcer mon système immunitaire, packaging de qualité et envoi rapide, je le recommande
            ",5
59,"
                        Spiruline des îles d'or
                    ",food_beverages_tobacco,"
Date de l'expérience:
                6 mars 2021
            ","
                Rapidité de prise en compte et livraison de la commande. Produit conforme à mes attentes. Je recomande vivement le site.
            ",5
60,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                14 mars 2021
            ","
                Ravi par le service de livraison et le choix des vins merci
            ",5
61,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                10 mars 2021
            ",,5
62,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                6 mars 2021
            ","
                Excellent, rapide et efficace.Livraison en temps.
            ",5
63,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                6 mars 2021
            ","
                Je ne peux pas encore vous faire part de mes impressions sur la bouteille ; seulement sur la rapidité de livraison
            ",5
64,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                27 février 2021
            ","
                La commande très bien protégée a été livrée très rapidement.Toutes les bouteilles commandées sont conformes à la description sur le site.Nous n’avons pas encore goûté le vin mais ça ne saurait tarder je ne pense pas être déçu.
            ",5
65,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 février 2021
            ","
                Tres satisfaite de la livraison dans les délais et modalités annoncés (j'avais une contrainte particulière sur la date). Au delà de son âge (75ans), ce vin ne presentait pas cependant pas de vrai intérêt gustatif.
            ",4
66,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Bon site de vente de vins de vieux millesimes , livraison rapide mais un colissimo ""standard"" pour des articles de faible valeur c'est sans signature sans avoir besoin de scanner le QR code...
            ",5
67,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Site agréable, livraison rapideA+
            ",5
68,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Commande idéale...rapidité et conformité!au plaisir!
            ",5
69,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Bouteilles très bien conditionnées Livraison rapide et conformeJe recommande
            ",5
70,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                2nd commande et toujours très satisfait par le délai de livraison et la qualité des vins🍇🍇🍇Je recommande vivement Bravo!
            ",5
71,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Transport rapide, bouteille conforme et excellente!nous recommanderons prochainement.Merci
            ",5
72,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Transport parfait, mais vin de Bourgogne de 1999 avec une acidité gênante.Dommage.
            ",3
73,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Une très bonne bouteille .Un envoi rapide et un bel emballage protecteur. À votre santé 🥂🍾 !
            ",5
74,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                super super super
            ",5
75,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,,5
76,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Très satisfait de ma commande ...d autres sont à venir
            ",5
77,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Expédition rapide colis très bien emba
            ",5
78,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Livraison rapide, commande en très bon état, parfait !
            ",5
79,"
                        Au-droit-de-bouchon
                    ",food_beverages_tobacco,too far,"
                Ravie de notre achat, nous recommandons et recommanderons.
            ",5
80,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,"
Date de l'expérience:
                24 février 2021
            ","
                Tres bon site.  Vins excellents
            ",5
81,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Grande variété,  excellent choix de vins de qualité. Livraison parfaite dans un emballage au top.Merci
            ",5
82,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Bonjour, personne agréable et professionnel, je recommande ce commercant !
            ",5
83,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Rien à redire. Livraison rapide. Produits au top. Suivi parfait. Si toutes les entreprises pouvaient être aussi sérieuses que celle-ci...
            ",5
84,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Très beaux millésimes. Rapidité de l'envoi
            ",5
85,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Je connaissais pas mes super bien très rapide à conseiller merci
            ",5
86,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Rapide et efficace ! Très bon achat.
            ",5
87,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,,4
88,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Très rapide et conforme à la description , je recommande fortement  👍🏻
            ",5
89,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Excellent!! De la commande à la livraison.... Service parfait 👌👍👍 !!
            ",5
90,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Livraison rapide et protégée. Merci
            ",5
91,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Commande, livraison sans problèmes.
            ",5
92,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                parfait , merci bien
            ",5
93,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Livraison rapide cognac de qualité prix intéressant
            ",5
94,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Très bienÀ part le message sur la boîte l espèce de photocopie. Vous pourriez trouvez mieux
            ",4
95,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,,5
96,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Très bon site.De bons produits, emballés soigneusement et livrés très rapidement. A bientôt.
            ",5
97,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Livraison comme prévu, par contre pas encore ouvert 'est un cadeau pour Noël
            ",5
98,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Très bon conseil. Emballage soigné. Livraison rapide. Il nous reste à déguster la jolie bouteille reçue maintenant !
            ",5
99,"
                        Stephconti vins & spiritueux
                    ",food_beverages_tobacco,too far,"
                Je recommande vivement cette entreprise, très sérieuse et dynamique. Merci pour tous .Mon père a adoré son coffret.
            ",5
100,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Le goût est bon, essayé avant un apéro
            ",4
101,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Une différence notableJ'en ai bu un avant de boire de la Vodka... j'ai peut-être bu 6 verres en 3 heures. Puis un avant de se coucher. Le lendemain, je me sentais nettement mieux.. J'en achèterai d'autres.
            ",5
102,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Depuis que j'utilise ce produit, les lendemains de soirées sont vraiment plus simples et agréables ! je ne peux que vous le conseiller
            ",5
103,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Un excellent produitJe les ai utilisés plusieurs fois maintenant et ils m'aident vraiment. Le lendemain, j'ai les idées claires et je suis prêt à travailler
            ",5
104,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Soit c'était dans ma tête, soit les choses fonctionnent toujours aussi bien ! Dans les deux cas, je me suis couché à 3 heures du matin après avoir bu avec excès, j'ai dormi comme un bébé et je me suis réveillé légèrement déshydraté. J'ai continué à avoir une journée normale au lieu de la journée habituelle, improductive, après avoir bu. J'en achèterai d'autres !
            ",5
105,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Tout va bien.En fait, j'ai pré-commandé ce produit alors qu'il n'était qu'annoncé et depuis, il ne m'a jamais laissé tomber.
            ",5
106,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Un peu sceptique au début au vu de ma consommation d'alcool pendant les soirées. J'ai finalement été agréablement surprise durant les heures qui ont suivi mon réveil car j'avais plein d'énergie! Je le recommande au sceptique! Foncez!!
            ",5
107,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Je peux maintenant me réveiller en pleine forme après quelques verres c'est super ! Je recommande cette potion magique à tout le monde !
            ",5
108,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Ce produit est tout simplement incroyable, aussi bon qu'utile. Je vous le recommande fortement 👌
            ",5
109,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Pas de cerveau, pas de migraine ! Avec Alcoool au moins c'est sûr !
            ",5
110,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Impossible de faire sans le produit maintenant ! Je suis devenue complètement addict !
            ",5
111,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Belle expérience avec alcoool qui sauve tous mes lendemains de soirée !!!
            ",5
112,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Alcoool, énorme j'ai découvert le lendemain de soirée dans un bon état, je conseille fort plus de problèmes pour boire et aller bosser à 8H le lendemain.
            ",5
113,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Très bon produit, très efficace. Super équipe.
            ",5
114,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Super idée, cette boisson a révolutionné mes vendredis matin en cours après des soirées assez arrosées. Je recommande.
            ",5
115,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Enfin un concept digne de ce nom, agréablement surprise par les bienfaits que procure ce produit. Je le conseille vivement. Les excès d'alcool devenant plus dur en vieillissant, Alcoool pourra aider certaines personnes à se remettre plus facilement des lendemain de soirée.Petit plus, le goût est très rafraîchissant.
            ",5
116,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Clairement très agréablement surpris, très bon réveil au lendemain d'un apéro assez arrosé! Je recommande!
            ",5
117,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Boisson testée et approuvée !! Totalement opérationnelle le lendemain pour les cours ! Je recommande
            ",5
118,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Super produit! Après une soirée plutôt arrosé, ce produit vous sauve la vie pour le lendemain! foncez sans hésitation!
            ",5
119,"
                        Alcoool - La Start-Up qui adore faire la fête !
                    ",food_beverages_tobacco,too far,"
                Super boisson! Très rafraîchissante et fait vraiment la différence les lendemains de soirées🎉🎉
            ",5
120,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ","
                Très accueillant, le patron est de très bon conseil, les plats cuisinés sont délicieux , je recommande....
            ",4
121,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                Très bons produits et nous sommes reçus comme des amis, c'est un plaisir d'y aller!!!!!!
            ",5
122,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                14 mars 2021
            ","
                Un endroit ou trouver des produits fins absolument sublimes ! Mais surtout des gens qui savent etre de tres bons commercants !!! A tres bientot !
            ",5
123,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                13 mars 2021
            ","
                Je suis très contente de mon achat sur le site. La livraison était rapide, la pâte aux noisettes sublime. Je vais commander de nouveau sur ce site des beaux produits italiens ! À recommander !!!
            ",5
124,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 mars 2021
            ","
                Excellent service,Personnel très aimable.
            ",5
125,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                9 mars 2021
            ","
                conseils toujours les bienvenus et le résultat est toujours remarquable. La qualité alliée à la saveur surprenante.
            ",5
126,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                4 mars 2021
            ",,5
127,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                3 mars 2021
            ","
                TRES BON PRODUITS.ACCEUIL TRES SYMPA.
            ",5
128,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                24 février 2021
            ","
                J’avais commandé des pâtes pour faire plaisir à mon copain pour la Saint Valentin, il n’y a pas si longtemps. C’était une amie qui me l’avait conseillé ! Je constate que le service de livraison a été très rapide et le produit était délicieux. Je prévois d’aller y faire un tour personnellement, très bientôt !
            ",4
129,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                21 février 2021
            ","
                Noisettes délicieuses Livraison super rapide! Je recommande
            ",5
130,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                12 février 2021
            ","
                Commande réalisée  et envoyé rapidement. Excellente  transaction efficace rapide et sans soucis.Cordialement
            ",5
131,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                18 février 2021
            ","
                Un accueil exceptionnel et une belle humeur règne dans ce petit coin de l’Italie en Provence. Des produits d’une grande qualité.
            ",5
132,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                17 février 2021
            ",,5
133,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                13 février 2021
            ","
                Nous avons goûter les noisettes et les avons trouvées excellentes. Nous avons découvert la notoriété de ces noisettes suite à une émission à la TV. Parfait. Concernant les pâtes, nous ne les avons pas encore cuisinées.
            ",5
134,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                12 février 2021
            ","
                Super de l'employé au patron Rien à redire Je recommande les yeux fermés
            ",5
135,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 février 2021
            ","
                De très bon produits et accueil très agréable
            ",5
136,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 février 2021
            ","
                un parking devant le magasin ,un accueil sympa, de très très  bon produit
            ",5
137,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 février 2021
            ","
                Très bonne qualité des produitsConseils avisés
            ",5
138,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                11 février 2021
            ","
                Excellente boutique où l'on trouve de nombreux produits italiens d'une qualité irréprochable. Personnel très sympathique et compétent. Il faut y aller et goûter leurs fromages, jambons et saucissons sans oublier leur pâtes etc...Je recommande.
            ",5
139,"
                        Entrepôt Italien
                    ",food_beverages_tobacco,"
Date de l'expérience:
                26 janvier 2021
            ",,5
140,"
                        Rhum Attitude
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ","
                Paquet façon cadeau, impeccable.
            ",5
141,"
                        Rhum Attitude
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ","
                Site très intéressant. Du stock, du choix, du conseil.3 rhums commandés. Très différents et une nouvelle découverte à chaque fois.Livraison rapide.
            ",5
142,"
                        Rhum Attitude
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 février 2021
            ","
                Livraison rapide et conforme, je valide !
            ",5
143,"
                        Rhum Attitude
                    ",food_beverages_tobacco,"
Date de l'expérience:
                15 mars 2021
            ",,5
